row_number,errors,data
794,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
795,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
796,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
797,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
798,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
799,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
800,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
801,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
802,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
803,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
804,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
805,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
806,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
807,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
808,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
809,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
810,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
811,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
812,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
813,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
814,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
815,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
816,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
817,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
818,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
819,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
820,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
821,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
822,"['Customer ID is required', 'Invalid full name', 'Email is required', 'Phone number is required', 'City is required', 'Signup date is required', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': '', 'full_name': '', 'email': '', 'phone_number': '', 'city': '', 'signup_date': ''}"
